CMS2,01/11/15,1
CMS2,02/11/15,1
CMS2,03/11/15,1
CMS2,04/11/15,1
CMS2,05/11/15,1
CMS2,06/11/15,1
CMS2,07/11/15,1
CMS2,08/11/15,1
CMS2,09/11/15,1
CMS2,10/11/15,1
CMS2,11/11/15,1
CMS2,12/11/15,1
CMS2,13/11/15,1
CMS2,14/11/15,1
CMS2,15/11/15,1
CMS2,16/11/15,1
CMS2,17/11/15,1
CMS2,18/11/15,1
CMS2,19/11/15,1
CMS2,20/11/15,1
CMS2,21/11/15,1
CMS2,22/11/15,1
CMS2,23/11/15,1
CMS2,24/11/15,1
CMS2,25/11/15,1
CMS2,26/11/15,1
CMS2,27/11/15,1
CMS2,28/11/15,1
CMS2,29/11/15,1
CMS2,30/11/15,1
CMS2,01/12/15,1
CMS2,02/12/15,1
CMS2,03/12/15,1
CMS2,04/12/15,1
CMS2,05/12/15,1
CMS2,06/12/15,1
CMS2,07/12/15,1
CMS2,08/12/15,1
CMS2,09/12/15,1
CMS2,10/12/15,1
CMS2,11/12/15,1
CMS2,12/12/15,1
CMS2,13/12/15,1
CMS2,14/12/15,1
CMS2,15/12/15,1
CMS2,16/12/15,1
CMS2,17/12/15,1
CMS2,18/12/15,1
CMS2,19/12/15,1
CMS2,20/12/15,1
CMS2,21/12/15,1
CMS2,22/12/15,1
CMS2,23/12/15,1
CMS2,24/12/15,1
CMS2,25/12/15,1
CMS2,26/12/15,1
CMS2,27/12/15,1
CMS2,28/12/15,1
CMS2,29/12/15,1
CMS2,30/12/15,1
CMS2,31/12/15,1
CMS2,01/01/16,1
CMS2,02/01/16,1
CMS2,03/01/16,1
CMS2,04/01/16,1
CMS2,05/01/16,1
CMS2,06/01/16,1
CMS2,07/01/16,1
CMS2,08/01/16,1
CMS2,09/01/16,1
CMS2,10/01/16,1
CMS2,11/01/16,1
CMS2,12/01/16,1
CMS2,13/01/16,1
CMS2,14/01/16,1
CMS2,15/01/16,1
CMS2,16/01/16,1
CMS2,17/01/16,1
CMS2,18/01/16,1
CMS2,19/01/16,1
CMS2,20/01/16,1
CMS2,21/01/16,1
CMS2,22/01/16,1
CMS2,23/01/16,1
CMS2,24/01/16,1
CMS2,25/01/16,1
CMS2,26/01/16,1
CMS2,27/01/16,1
CMS2,28/01/16,1
CMS2,29/01/16,1
CMS2,30/01/16,1
CMS2,31/01/16,1
CMS2,01/02/16,1
CMS2,02/02/16,1
CMS2,03/02/16,1
CMS2,04/02/16,1
CMS2,05/02/16,1
CMS2,06/02/16,1
CMS2,07/02/16,1
CMS2,08/02/16,1
CMS2,09/02/16,1
CMS2,10/02/16,1
CMS2,11/02/16,1
CMS2,12/02/16,1
CMS2,13/02/16,1
CMS2,14/02/16,1
CMS2,15/02/16,1
CMS2,16/02/16,1
CMS2,17/02/16,1
CMS2,18/02/16,1
CMS2,19/02/16,1
CMS2,20/02/16,1
CMS2,21/02/16,1
CMS2,22/02/16,1
CMS2,23/02/16,1
CMS2,24/02/16,1
CMS2,25/02/16,1
CMS2,26/02/16,1
CMS2,27/02/16,1
CMS2,28/02/16,1
CMS2,29/02/16,1
CMS2,01/03/16,1
CMS2,02/03/16,1
CMS2,03/03/16,1
CMS2,04/03/16,1
CMS2,05/03/16,1
CMS2,06/03/16,1
CMS2,07/03/16,1
CMS2,08/03/16,1
CMS2,09/03/16,1
CMS2,10/03/16,1
CMS2,11/03/16,1
CMS2,12/03/16,1
CMS2,13/03/16,1
CMS2,14/03/16,1
CMS2,15/03/16,1
CMS2,16/03/16,1
CMS2,17/03/16,1.5
CMS2,18/03/16,1.5
CMS2,19/03/16,1.5
CMS2,20/03/16,1.5
CMS2,21/03/16,1.5
CMS2,22/03/16,1.5
CMS2,23/03/16,1.5
CMS2,24/03/16,1.5
CMS2,25/03/16,1.5
CMS2,26/03/16,1.5
CMS2,27/03/16,1.5
CMS2,28/03/16,1.5
CMS2,29/03/16,1.5
CMS2,30/03/16,1.5
CMS2,31/03/16,1.5
CMS2,01/04/16,1.5
CMS2,02/04/16,1.5
CMS2,03/04/16,1.5
CMS2,04/04/16,1.5
CMS2,05/04/16,1.5
CMS2,06/04/16,1.5
CMS2,07/04/16,1.5
CMS2,08/04/16,1.5
CMS2,09/04/16,1.5
CMS2,10/04/16,1.5
CMS2,11/04/16,1.5
CMS2,12/04/16,1.5
CMS2,13/04/16,1.5
CMS2,14/04/16,1.5
CMS2,15/04/16,1.5
CMS2,16/04/16,1.5
CMS2,17/04/16,1.5
CMS2,18/04/16,1.5
CMS2,19/04/16,1.5
CMS2,20/04/16,1.5
CMS2,21/04/16,1.5
CMS2,22/04/16,1.5
CMS2,23/04/16,1.5
CMS2,24/04/16,1.5
CMS2,25/04/16,1.5
CMS2,26/04/16,1.5
CMS2,27/04/16,1.5
CMS2,28/04/16,1.5
CMS2,29/04/16,1.5
CMS2,30/04/16,1.5
CMS2,01/05/16,1.5
CMS2,02/05/16,1.5
CMS2,03/05/16,1.5
CMS2,04/05/16,1.5
CMS2,05/05/16,1.5
CMS2,06/05/16,1.5
CMS2,07/05/16,1.5
CMS2,08/05/16,1.5
CMS2,09/05/16,1.5
CMS2,10/05/16,1.5
CMS2,11/05/16,1.5
CMS2,12/05/16,1.5
CMS2,13/05/16,1.5
CMS2,14/05/16,1.5
CMS2,15/05/16,1.5
CMS2,16/05/16,1.5
CMS2,17/05/16,1.5
CMS2,18/05/16,1.5
CMS2,19/05/16,1.5
CMS2,20/05/16,1.5
CMS2,21/05/16,1.5
CMS2,22/05/16,1.5
CMS2,23/05/16,1.5
CMS2,24/05/16,2.0
CMS2,25/05/16,2.0
CMS2,26/05/16,2.0
CMS2,27/05/16,2.0
CMS2,28/05/16,2.0
CMS2,29/05/16,2.0
CMS2,30/05/16,2.0
CMS2,31/05/16,2.0
CMS2,01/06/16,2.0
CMS2,02/06/16,2.0
CMS2,03/06/16,2.0
CMS2,04/06/16,2.0
CMS2,05/06/16,2.0
CMS2,06/06/16,2.0
CMS2,07/06/16,2.0
CMS2,08/06/16,2.0
CMS2,09/06/16,2.0
CMS2,10/06/16,2.0
CMS2,11/06/16,2.0
CMS2,12/06/16,2.0
CMS2,13/06/16,2.0
CMS2,14/06/16,2.0
CMS2,15/06/16,2.0
CMS2,16/06/16,2.0
CMS2,17/06/16,2.0
CMS2,18/06/16,2.0
CMS2,19/06/16,2.0
CMS2,20/06/16,2.0
CMS2,21/06/16,2.0
CMS2,22/06/16,2.0
CMS2,23/06/16,2.0
CMS2,24/06/16,2.0
CMS2,25/06/16,2.0
CMS2,26/06/16,2.0
CMS2,27/06/16,2.0
CMS2,28/06/16,2.0
CMS2,29/06/16,2.0
CMS2,30/06/16,2.0
CMS2,01/07/16,2.0
CMS2,02/07/16,2.0
CMS2,03/07/16,2.0
CMS2,04/07/16,2.0
CMS2,05/07/16,2.0
CMS2,06/07/16,2.0
CMS2,07/07/16,2.0
CMS2,08/07/16,2.0
CMS2,09/07/16,2.0
CMS2,10/07/16,2.0
CMS2,11/07/16,2.0
CMS2,12/07/16,2.0
CMS2,13/07/16,2.0
CMS2,14/07/16,2.0
CMS2,15/07/16,2.0
CMS2,16/07/16,2.0
CMS2,17/07/16,2.0
CMS2,18/07/16,2.0
CMS2,19/07/16,2.0
CMS2,20/07/16,2.0
CMS2,21/07/16,2.0
CMS2,22/07/16,2.0
CMS2,23/07/16,2.0
CMS2,24/07/16,2.0
CMS2,25/07/16,2.0
CMS2,26/07/16,2.0
CMS2,27/07/16,2.0
CMS2,28/07/16,2.0
CMS2,29/07/16,2.0
CMS2,30/07/16,2.0
CMS2,31/07/16,2.0
CMS2,01/08/16,2.0
CMS2,02/08/16,2.0
CMS2,03/08/16,2.0
